,barcode,convex_hull_volume,eccentricity,eigenval_0,eigenval_1,eigenval_2,elevation_angle_deg,label,lumen,major_axis_length,mask_area,minor_axis_length,projection_area,volume,well,solidity,axis_ratio,mask_to_projection_ratio
0,180823UM1f2,15570.194453125005,0.2380383982940338,61.927896882998525,58.41892110806721,36.864931409675876,-2.4145539709823143,1,617.4309375,31.477711958272575,870.5876562500001,30.572908558543713,869.9010937500001,13297.263281250001,C03,0.8540203734309294,1.0295949401737903,0.9992113803876368
1,180823UM1f2,14877.532109375012,0.31386317957225923,57.954990903258306,52.24583921518622,36.56844527360051,-6.790841920000254,2,504.30656250000004,30.45127016155702,794.43203125,28.912513336667562,793.2965625,11310.219375,C03,0.7602214730138552,1.053221136708927,0.9985707163038059
